0.240625	-5.5875
0.19375	-5.6625
0.14625	-5.7375
0.098125	-5.8125
0.049375	-5.8875
0	-5.9625
-0.0623437	-5.975
-0.136719	-5.925
-0.210469	-5.875
-0.283594	-5.825
-0.356094	-5.775
-0.427969	-5.725
-0.499219	-5.675
-0.569844	-5.625
-0.639844	-5.575
-0.709219	-5.525
-0.777969	-5.475
-0.846094	-5.425
-0.913594	-5.375
-0.980469	-5.325
-1.04672	-5.275
-1.11234	-5.225
-1.17734	-5.175
-1.24172	-5.125
-1.30547	-5.075
-1.36859	-5.025
-1.43109	-4.975
-1.49297	-4.925
-1.55422	-4.875
-1.61484	-4.825
-1.67484	-4.775
-1.73422	-4.725
-1.79297	-4.675
-1.85109	-4.625
-1.90859	-4.575
-1.96547	-4.525
-2.02172	-4.475
-2.07734	-4.425
-2.13234	-4.375
-2.18672	-4.325
-2.24047	-4.275
-2.29359	-4.225
-2.34609	-4.175
-2.39797	-4.125
-2.44922	-4.075
-2.49984	-4.025
-2.54984	-3.975
-2.59922	-3.925
-2.64797	-3.875
-2.69609	-3.825
-2.74359	-3.775
-2.79047	-3.725
-2.83672	-3.675
-2.88234	-3.625
-2.92734	-3.575
-2.97172	-3.525
-3.01547	-3.475
-3.05859	-3.425
-3.10109	-3.375
-3.14297	-3.325
-3.18422	-3.275
-3.22484	-3.225
-3.26484	-3.175
-3.30422	-3.125
-3.34297	-3.075
-3.38109	-3.025
-3.41859	-2.975
-3.45547	-2.925
-3.49172	-2.875
-3.52734	-2.825
-3.56234	-2.775
-3.59672	-2.725
-3.63047	-2.675
-3.66359	-2.625
-3.69609	-2.575
-3.72797	-2.525
-3.75922	-2.475
-3.78984	-2.425
-3.81984	-2.375
-3.84922	-2.325
-3.87797	-2.275
-3.90609	-2.225
-3.93359	-2.175
-3.96047	-2.125
-3.98672	-2.075
-4.01234	-2.025
-4.03734	-1.975
-4.06172	-1.925
-4.08547	-1.875
-4.10859	-1.825
-4.13109	-1.775
-4.15297	-1.725
-4.17422	-1.675
-4.19484	-1.625
-4.21484	-1.575
-4.23422	-1.525
-4.25297	-1.475
-4.27109	-1.425
-4.28859	-1.375
-4.30547	-1.325
-4.32172	-1.275
-4.33734	-1.225
-4.35234	-1.175
-4.36672	-1.125
-4.38047	-1.075
-4.39359	-1.025
-4.40609	-0.975
-4.41797	-0.925
-4.42922	-0.875
-4.43984	-0.825
-4.44984	-0.775
-4.45922	-0.725
-4.46797	-0.675
-4.47609	-0.625
-4.48359	-0.575
-4.49047	-0.525
-4.49672	-0.475
-4.50234	-0.425
-4.50734	-0.375
-4.51172	-0.325
-4.51547	-0.275
-4.51859	-0.225
-4.52109	-0.175
-4.52297	-0.125
-4.52422	-0.075
-4.52484	-0.025
